Word1,Word2,1,2,3,4,5,6,7,8,9,10,11,12,13,Average Score
wollen,aussuchen,0,1,3,9,4,0,6,0,6,4,7,8,7,4.23
verlieren,bekommen,1,1,0,1,5,8,7,0,0,0,0,4,3,2.31
versuchen,denken,0,3,0,1,7,1,6,0,0,3,0,9,5,2.69
werden,auftauchen,0,1,0,1,1,8,1,0,0,0,0,9,2,1.77
verlassen,übergehen,0,3,0,8,4,5,3,1,2,1,2,9,2,3.08
annehmen,empfehlen,6,1,1,0,7,4,5,0,1,3,0,3,2,2.54
zurücklassen,wandern,0,1,2,0,9,4,2,0,0,0,0,0,3,1.62
behalten,geben,1,1,0,1,0,8,9,0,1,2,0,0,5,2.15
geben,erlauben,1,3,0,1,7,4,5,0,0,4,5,3,3,2.77
bringen,schicken,0,4,7,8,1,7,6,1,3,6,0,7,8,4.46
aufnehmen,lernen,6,9,7,8,9,5,6,4,6,2,3,5,5,5.77
erlangen,finden,2,1,3,8,8,2,5,7,4,2,3,5,4,4.15
verlassen,auftauchen,0,1,0,1,4,2,6,2,0,1,0,9,0,2.00
erschaffen,zerstören,2,1,0,1,5,4,7,0,0,1,1,5,3,2.31
anfangen,gehen,0,2,0,1,5,4,3,0,1,6,0,7,1,2.31
bekommen,kaufen,3,2,6,8,3,4,8,4,2,2,6,2,6,4.31
sammeln,aufbewahren,9,7,7,8,10,5,7,3,9,7,8,3,8,7.00
ersetzen,wiederherstellen,7,10,1,8,6,7,10,0,9,8,2,3,4,5.77
zusammenfügen,hinzufügen,0,7,6,8,10,2,6,3,8,8,5,8,4,5.77
vereinigen,heiraten,3,8,6,8,9,6,7,5,6,8,8,8,6,6.77
annehmen,ausliefern,0,1,0,1,10,1,7,0,1,1,1,10,5,2.92
anfügen,zusammenfügen,0,6,8,8,10,3,9,7,7,6,8,2,4,6.00
stellen,aufhängen,2,2,1,2,9,4,5,0,2,2,5,1,2,2.85
gehen,verkaufen,0,0,0,0,3,5,5,0,0,1,0,6,5,1.92
mitteilen,beten,0,4,0,8,2,3,1,0,0,3,0,6,6,2.54
geben,stehlen,0,0,0,1,2,0,8,0,0,0,1,0,5,1.31
hinzufügen,bauen,1,5,5,3,9,5,10,0,3,5,5,6,4,4.69
bringen,wiederherstellen,1,2,0,1,8,3,6,1,0,2,2,3,2,2.38
begreifen,befriedigen,0,4,0,1,1,4,0,0,2,1,0,0,3,1.23
verkörpern,entscheiden,0,0,0,0,3,2,0,0,0,2,0,2,4,1.00
gliedern,werden,0,0,0,0,7,0,5,0,2,1,3,4,3,1.92
geben,wissen,0,1,0,0,2,1,6,0,0,5,0,7,3,1.92
sagen,bewahrheiten,3,4,2,2,8,3,6,1,4,7,4,9,7,4.62
zusammenarbeiten,beitreten,0,6,0,8,9,7,1,2,2,3,0,1,5,3.38
anordnen,verlangen,3,0,8,9,6,2,0,9,8,2,9,7,5,5.23
ausleihen,wollen,0,1,2,1,5,4,2,0,5,1,1,5,6,2.54
untersuchen,nachgehen,0,9,10,9,9,4,6,10,8,9,10,7,6,7.46
übergehen,erkunden,0,1,0,1,4,0,0,0,0,1,0,10,1,1.38
bringen,beschweren,0,0,0,0,6,1,6,0,0,1,0,1,5,1.54
eintreten,schulden,0,0,0,0,6,3,0,0,0,0,1,8,2,1.54
verkörpern,benachrichtigen,0,0,0,1,5,3,1,0,0,5,0,7,2,1.85
erinnern,verkaufen,0,0,0,0,8,2,0,0,0,2,0,9,2,1.77
aufnehmen,besitzen,1,0,0,8,8,3,7,4,3,5,3,1,3,3.54
beitreten,erwerben,2,0,0,1,6,1,3,0,2,5,1,3,7,2.38
schicken,beiwohnen,0,0,0,0,1,2,1,0,0,1,1,4,2,0.92
versammeln,beiwohnen,6,4,3,2,3,3,6,0,2,7,6,4,3,3.77
aufnehmen,zurückziehen,0,1,0,1,1,0,5,0,0,0,1,4,2,1.15
beiwohnen,ankommen,0,6,0,1,4,1,5,0,6,5,1,2,3,2.62
