Word1,Word2,1,2,3,4,5,6,7,8,9,10,11,12,13,Average Score
unnötig,notwendig,0,0,2,0,0,0,0,1,0,0,0,8,0,0.85
rastlos,jung,0,0,0,7,0,1,0,3,0,0,5,2,5,1.77
blöd,intelligent,0,0,0,0,0,0,0,1,0,0,0,0,0,0.08
schlecht,großartig,0,0,0,0,2,0,1,5,0,2,0,0,1,0.85
schwierig,einfach,3,0,0,0,5,0,0,5,0,1,0,0,1,1.15
notwendig,wichtig,10,8,8,9,10,5,8,10,9,7,9,9,8,8.46
schlecht,schrecklich,6,3,1,7,6,5,3,7,5,7,2,9,10,5.46
irre,froh,0,0,0,0,3,0,1,6,1,3,0,5,7,2.00
ehrlich,schuldig,2,0,0,0,2,0,2,2,0,2,0,5,1,1.23
leicht,hart,3,0,0,0,5,0,2,5,0,3,0,0,0,1.38
leicht,flexibel,9,0,1,4,8,0,1,8,2,2,0,3,6,3.38
gewiss,sicher,8,8,8,10,9,10,7,9,9,7,10,8,6,8.38
wesentlich,notwendig,10,7,3,9,9,7,8,9,9,6,10,10,7,8.00
anders,normal,6,0,0,0,1,0,0,1,0,2,0,0,1,0.85
gerissen,schlau,10,7,6,9,10,6,9,10,7,2,10,0,1,6.69
entscheidend,wichtig,10,7,4,8,9,5,6,10,9,4,8,10,9,7.62
harsch,grausam,8,4,4,6,7,1,5,7,2,2,0,7,8,4.69
kindisch,töricht,3,1,4,6,9,9,3,9,7,3,0,6,7,5.15
selten,rar,10,9,9,10,9,10,10,10,10,8,10,10,9,9.54
freundlich,großmütig,9,6,2,2,8,1,6,8,7,3,0,5,7,4.92
zerbrechlich,eisig,7,1,0,2,2,0,1,2,2,1,0,0,6,1.85
lang,schmal,10,5,0,3,1,0,3,1,6,4,0,3,6,3.23
dick,schwer,8,6,1,8,10,0,7,10,2,2,0,0,9,4.85
grob,kühl,2,7,0,0,5,0,3,6,4,1,0,0,2,2.31
absonderlich,fremdartig,8,8,5,9,9,0,4,9,8,3,8,9,7,6.69
illegal,unmoralisch,7,7,1,5,7,0,6,7,6,2,0,8,7,4.85
schlecht,schuldig,6,2,0,1,6,0,6,6,3,3,0,2,6,3.15
modern,antik,4,0,0,0,5,0,0,5,0,2,0,0,1,1.31
neu,antik,5,0,0,0,0,0,2,0,0,1,0,0,0,0.62
fade,lustig,0,0,0,0,1,0,1,1,0,3,0,0,5,0.85
glücklich,jung,9,2,0,1,8,0,2,8,4,2,0,0,2,2.92
leicht,dick,1,0,0,0,1,0,0,1,0,4,0,0,1,0.62
großartig,schrecklich,0,0,0,0,3,0,0,3,0,2,0,0,1,0.69
winzig,riesig,5,0,0,0,5,0,0,5,0,2,0,0,1,1.38
höflich,schicklich,4,8,0,9,3,5,4,3,7,4,1,9,7,4.92
bescheiden,beschämt,7,2,0,0,7,0,1,7,1,2,0,2,2,2.38
exotisch,rar,7,8,5,9,8,3,5,8,9,4,10,9,8,7.15
blöd,schlau,2,0,0,0,5,0,0,5,0,2,0,0,0,1.08
entzückend,wunderbar,8,7,6,8,10,5,7,10,8,2,9,10,9,7.62
auffallend,offensichtlich,10,6,4,7,2,10,6,2,9,4,4,10,9,6.38
besorgt,ängstlich,8,7,1,8,10,5,8,10,6,5,5,5,8,6.62
förmlich,schicklich,2,5,0,6,6,0,3,6,3,4,0,8,9,4.00
trostlos,fade,8,5,4,10,10,0,9,10,8,8,7,0,8,6.69
entzückend,fröhlich,8,8,1,6,7,0,6,8,5,2,1,4,7,4.85
unglücklich,irre,1,1,0,0,5,0,6,6,1,2,0,3,1,2.00
traurig,furchtbar,8,1,0,1,7,0,5,7,6,2,0,9,6,4.00
krank,verrückt,6,3,0,0,6,4,2,6,6,1,0,8,6,3.69
gewalttätig,wütend,9,2,1,6,10,0,7,10,6,4,2,8,6,5.46
belanden,schwer,9,1,1,8,4,2,4,4,4,3,0,0,8,3.69
dreckig,billig,3,1,0,1,8,0,3,8,1,2,0,5,5,2.85
elastisch,flexibel,10,7,7,9,7,10,10,8,10,6,3,9,10,8.15
hart,dicht,3,2,0,2,2,0,3,7,2,1,0,0,2,1.85
neulich,neu,5,0,0,4,0,2,1,0,3,1,0,4,8,2.15
kühn,stolz,4,10,5,5,5,6,4,7,8,7,7,7,6,6.23
verschlagen,seltsam,7,5,4,5,5,6,2,7,8,2,0,1,8,4.62
seltsam,verschlagen,8,5,0,8,2,8,3,8,8,4,2,3,7,5.08
sprachlos,rar,4,0,0,1,1,0,7,5,5,2,0,2,3,2.31
gerissen,hartnäckig,7,0,2,1,7,4,7,4,2,5,6,1,5,3.92
fantastisch,irre,7,5,0,2,1,4,6,8,8,6,1,2,7,4.38
beschweiden,anpassungsfähig,6,5,0,3,0,6,5,4,6,5,0,3,5,3.69
frisch,weit,3,0,0,0,1,0,3,1,2,6,0,1,3,1.54
riesig,sprachlos,3,0,0,0,3,0,4,2,0,3,0,1,1,1.31
umfangreich,nachgiebig,6,0,0,3,3,1,6,6,4,5,0,2,4,3.08
schmutzig,schmal,1,0,0,2,1,0,2,0,2,3,0,2,2,1.15
