Mund,Lippe,8,4,7,10,8,6,8,8,9,7,3,10,3,7.00
Sturm,Orkan,10,7,10,9,9,9,7,9,8,9,10,10,8,8.85
Steuer,Einkommen,0,3,2,10,5,3,8,7,7,4,0,8,2,4.54
Blume,Veilchen,4,2,2,8,10,8,4,10,9,5,10,7,3,6.31
Papier,Pappe,6,6,10,10,9,5,2,9,9,7,7,4,6,6.92
Boden,Decke,0,0,2,9,5,4,3,7,0,4,0,0,0,2.62
Strand,Küste,3,5,8,1,10,7,9,9,10,6,10,0,7,6.54
Stange,Vorhang,0,0,5,7,2,2,3,8,4,3,0,0,2,2.77
Jagdhund,Fuchs,0,0,7,10,2,2,3,8,5,5,0,0,1,3.31
Straße,Gasse,8,7,5,8,7,7,7,6,6,9,10,5,7,7.08
Boot,Deck,4,2,4,8,6,2,7,7,7,5,0,10,3,5.00
Auto,Hupe,2,3,1,5,4,6,2,8,8,5,0,0,1,3.46
Freund,Gast,3,0,10,10,8,7,3,7,4,7,0,10,0,5.31
Arbeitgeber,Arbeitnehmer,0,0,5,3,6,2,2,8,7,4,0,0,0,2.85
Hand,Handgelenk,8,4,3,10,8,4,4,7,7,7,0,10,2,5.69
Kugel,Kanone,4,0,1,8,9,6,5,9,8,5,0,0,0,4.23
Alkohol,Branntwein,5,6,10,8,10,6,8,8,9,7,5,10,6,7.54
Sieg,Triumph,8,7,4,9,9,8,8,10,10,9,10,10,8,8.46
Telefon,Zelle,0,4,4,3,7,7,6,8,0,2,0,0,0,3.15
Tür,Eingang,10,7,3,10,10,7,6,9,6,8,0,6,7,6.85
Motel,Herberge,6,5,9,10,9,8,6,9,7,8,10,0,3,6.92
Kleidung,Stoff,3,7,3,8,8,3,5,9,8,7,4,10,4,6.08
Steak,Fleisch,7,5,1,7,10,6,7,10,9,8,5,10,4,6.85
Nagel,Daumen,2,3,6,10,7,2,3,8,8,5,0,10,5,5.31
Kapelle,Orchester,7,6,1,10,9,5,7,8,9,7,10,8,5,7.08
Buch,Bibel,4,4,10,10,7,6,3,9,7,8,5,5,2,6.15
Unternehmen,Industrie,4,7,9,10,9,7,4,7,7,8,10,2,3,6.69
Winter,Jahreszeit,7,6,10,8,9,4,3,8,9,6,10,10,3,7.15
Jahrzehnt,Jahrhundert,4,3,4,10,8,6,4,9,5,4,0,10,2,5.31
Alkohol,Gin,2,4,10,10,10,6,4,8,9,9,5,10,5,7.08
Hut,Mantel,2,0,7,1,5,5,0,7,6,6,0,0,0,3.00
Fenster,Tür,7,2,5,6,4,1,3,3,0,7,5,5,5,4.08
Arm,Gelenk,5,4,5,7,1,0,2,3,2,8,6,9,8,4.62
Haus,Wohnung,0,5,7,8,5,6,9,5,5,9,9,10,8,6.62
Glass,Kristall,1,6,9,7,7,4,8,6,6,8,7,3,9,6.23
Wein,Branntwein,9,3,9,8,1,6,7,7,7,7,9,8,2,6.38
Schöpfer,Hersteller,8,9,10,7,7,6,10,9,9,9,10,10,9,8.69
Abendessen,Frühstück,2,1,5,6,3,0,1,4,2,2,5,9,2,3.23
Arm,Muskel,7,2,6,7,7,2,6,3,1,8,7,7,10,5.62
Blase,Schaum,0,6,1,4,5,2,3,5,1,8,1,2,6,3.38
Brot,Mehl,8,2,9,9,9,4,10,3,2,6,6,7,9,6.46
Tod,Tragödie,5,7,9,6,7,7,6,7,6,7,10,9,10,7.38
Abwesenheit,Anwesenheit,5,3,5,5,9,0,4,2,0,8,5,9,9,4.92
Pistole,Kanone,1,3,8,7,4,5,2,8,9,6,10,7,8,6.00
Gras,Halm,10,8,8,7,2,7,6,5,8,0,7,8,4,6.15
Ball,Korb,0,2,4,6,5,1,6,3,0,1,2,6,8,3.38
Schlauch,Garten,4,3,5,4,5,0,7,4,0,0,4,8,9,4.08
Junge,Kind,5,8,9,9,6,7,6,2,7,7,8,10,7,7.00
Kirche,Chor,3,2,9,8,3,3,2,3,1,8,3,9,6,4.62
Kleidung,Schublade,3,0,7,3,0,0,0,3,0,6,9,10,7,3.69
Turm,Glocke,2,1,7,6,2,4,4,3,0,8,4,7,10,4.46
Vater,Elternteil,10,6,10,8,4,6,4,5,8,6,9,8,7,7.00
Schule,Note,1,3,8,8,3,1,8,3,0,8,9,10,6,5.23
Elternteil,Erwachsener,5,5,8,8,7,6,5,4,7,0,8,6,7,5.85
Stab,Gefängnis,2,0,1,2,3,0,2,2,0,1,8,5,8,2.62
Auto,Autobahn,10,2,9,7,3,1,7,2,1,8,10,10,8,6.00
Wörterbuch,Definition,10,1,7,7,8,3,5,5,5,8,9,5,8,6.23
Tür,Keller,8,1,2,3,9,0,6,1,0,6,3,8,7,4.15
Armee,Legion,9,8,8,8,1,7,8,7,8,8,9,10,4,7.31
Metall,Aluminium,3,2,10,8,3,8,4,3,7,7,8,9,7,6.08
Stuhl,Bank,1,3,5,8,3,2,5,5,5,9,7,9,8,5.38
Wolke,Nebel,9,7,9,6,1,2,5,1,4,6,9,5,9,5.62
Junge,Sohn,3,8,9,9,10,2,8,8,8,7,10,5,9,7.38
Wasser,eisig,0,7,5,5,8,1,0,2,7,5,3,4,4,3.92
Bett,Decke,6,2,9,7,6,4,8,4,0,6,6,8,6,5.54
Staatsanwalt,Rechtsanwalt,10,5,10,8,5,7,5,7,6,10,8,10,5,7.38
Gebiet,Zone,3,8,10,9,3,8,10,8,7,9,8,5,5,7.15
Unternehmen,Betrieb,10,9,10,9,4,8,9,9,8,9,9,10,9,8.69
Kleidung,Gewebe,4,3,9,5,6,6,5,2,4,7,6,7,4,5.23
Pullover,Jacke,3,4,5,6,2,2,5,4,4,5,10,5,7,4.77
Geld,Vermögen,7,6,10,8,5,6,7,7,8,9,9,10,7,7.62
Hand,Fuß,3,2,5,8,2,0,6,2,0,5,7,6,5,3.92
Alkohol,Cocktail,9,3,10,7,2,6,5,4,5,8,8,9,7,6.38
Meter,Zentimeter,6,5,8,8,3,4,9,7,3,10,5,9,9,6.62
Molekül,Atom,10,8,8,9,3,8,8,6,8,8,6,10,2,7.23
Linse,Kamera,1,2,9,9,3,8,5,4,2,7,7,7,10,5.69
Mahlzeit,Abendessen,3,6,8,9,4,7,9,8,6,1,7,8,8,6.46
Auge,Träne,6,2,9,8,5,1,7,3,3,10,5,8,5,5.54
Gott,Teufel,2,2,5,5,5,1,7,1,0,0,4,8,5,3.46
Schlaufe,Gürtel,1,1,10,8,8,6,4,1,0,5,6,6,5,4.69
Ratte,Maus,2,5,8,8,5,8,7,4,7,7,8,6,6,6.23
Motor,Antrieb,10,4,10,10,9,8,7,4,3,3,9,7,7,7.00
Auto,Taxi,7,3,9,5,9,7,1,0,2,1,6,10,4,4.92
Katze,Löwe,8,5,5,5,9,6,4,0,1,2,6,8,5,4.92
Größe,Ausmaß,1,7,10,10,9,8,4,8,1,3,3,9,10,6.38
Wirklichkeit,Fantasie,0,0,3,0,0,0,0,0,1,0,3,1,1,0.69
Türe,Tor,4,4,8,10,9,8,6,0,4,4,10,9,7,6.38
Katze,Haustier,6,5,10,10,10,6,2,0,2,1,3,10,1,5.08
Blech,Aluminium,2,1,9,5,7,6,1,0,2,1,6,8,4,4.00
Knochen,Kiefer,7,5,8,10,8,7,1,0,1,1,6,3,3,4.62
Getreide,Weizen,9,5,10,10,9,7,4,5,1,1,9,3,10,6.38
Haus,Schlüssel,0,2,8,0,5,4,0,0,1,0,3,10,0,2.54
Blut,Fleisch,0,2,6,0,3,2,0,0,1,0,3,6,1,1.85
Tür,Flur,0,1,5,0,7,2,0,0,0,0,3,10,0,2.15
Gott,Geist,0,8,1,10,4,5,0,0,4,2,7,7,0,3.69
Fähigkeit,Kompetenz,2,9,10,9,9,8,5,8,6,3,6,9,8,7.08
Überschwang,Überfluss,0,8,8,9,10,6,8,6,5,0,7,0,9,5.85
Sofa,Stuhl,0,2,5,0,5,4,1,0,1,2,3,8,4,2.69
Mauer,Ziegel,4,5,10,8,9,6,0,0,2,0,8,6,4,4.77
Horn,Trommel,0,2,5,0,7,1,0,0,1,0,1,8,0,1.92
Organ,Leber,10,3,10,10,9,8,3,0,2,1,7,10,2,5.77
Kraft,Macht,0,8,2,5,5,6,4,0,6,1,7,8,8,4.62
Begriff,Wort,0,6,8,10,9,9,0,5,7,1,7,4,6,5.54
Kapelle,Parade,0,6,0,10,0,0,0,0,1,0,3,4,1,1.92
Bauch,Taille,1,5,4,8,8,7,0,5,4,1,6,3,3,4.23
Wolke,Sturm,0,3,3,8,3,3,0,0,3,0,2,3,3,2.38
Freude,Stolz,0,5,8,0,5,6,5,0,2,0,10,5,3,3.77
Lärm,Gerassel,0,6,7,5,8,7,1,5,2,3,8,6,6,4.92
Regen,Dunst,3,3,7,5,3,5,3,0,2,1,3,6,1,3.23
Bier,Getränk,10,4,10,10,9,6,3,2,2,1,6,10,6,6.08
Mann,Onkel,5,5,5,10,9,3,1,0,1,1,3,6,3,4.00
Apfel,Saft,0,5,5,0,5,2,0,0,0,0,6,7,2,2.46
Intelligenz,Logik,0,7,7,10,9,6,4,0,6,2,6,9,5,5.46
Verständigung,Sprache,8,6,10,10,8,8,2,0,3,1,6,8,5,5.77
Nerz,Pelz,8,9,8,10,10,7,1,0,2,1,9,2,6,5.62
Menschenmenge,Gedränge,0,5,8,5,9,8,4,2,7,3,7,5,0,4.85
Ufer,Küste,7,9,10,10,7,9,6,5,6,1,9,2,7,6.77
Leitung,Kabel,7,6,8,10,8,7,5,5,1,4,10,9,8,6.77
Vogel,Truthahn,9,4,9,5,7,5,1,0,4,1,7,10,5,5.15
Bett,Krippe,3,5,7,10,2,4,4,0,2,0,6,7,6,4.31
Befähigung,Können,0,7,10,5,10,9,8,8,3,3,7,3,8,6.23
Wolke,Dunstschleier,2,4,7,8,9,2,3,0,4,4,7,3,5,4.46
Abendmahl,Mahlzeit,7,6,9,8,9,1,5,5,3,1,9,1,5,5.31
Stab,Käfig,0,2,1,0,9,3,0,0,1,0,3,6,0,1.92
Wasser,Salz,0,0,3,0,1,0,0,0,2,0,2,6,1,1.15
Sinn,Intuition,0,7,1,5,8,5,0,0,3,4,2,8,6,3.77
Lage,Umstand,0,2,8,8,9,5,4,0,6,2,3,6,9,4.77
Verbrechen,Diebstahl,10,4,10,10,9,6,1,0,5,1,7,8,6,5.92
Stil,Mode,6,8,8,10,8,6,5,8,3,1,7,8,6,6.46
Rand,Grenze,5,8,10,8,8,8,6,8,7,4,9,10,9,7.69
Arm,Körper,7,2,8,0,8,6,0,0,1,0,3,7,1,3.31
Boot,Auto,6,2,4,4,5,8,10,5,6,5,8,4,7,5.69
Sandwich,Mittagessen,0,0,3,0,0,1,0,6,0,0,5,2,8,1.92
Braut,Prinzessin,9,7,8,8,9,7,8,5,10,7,4,8,6,7.38
Heldin,Held,1,0,0,0,0,0,0,8,1,0,5,0,8,1.77
Auto,Spurweite,9,6,8,5,5,7,8,6,8,9,7,6,8,7.08
Insekt,Biene,0,4,9,2,1,8,10,7,6,3,4,7,5,5.08
Krippe,Wiege,2,0,2,0,0,5,2,4,1,1,1,0,9,2.08
Tier,Person,6,1,7,0,2,6,10,2,8,8,6,6,7,5.31
Marijuana,Kraut,3,0,2,0,0,3,2,6,6,2,0,2,5,2.38
Bett,Krankenhaus,3,0,4,0,0,6,1,9,4,2,3,5,5,3.23
Wange,Zunge,1,0,6,0,0,5,3,8,2,3,4,6,8,3.54
CD,Computer,4,2,6,2,1,8,5,6,7,5,4,8,9,5.15
Kurve,Winkel,6,3,9,4,1,7,6,10,8,7,4,7,10,6.31
Gras,Moos,3,3,10,0,0,6,3,10,6,7,7,6,6,5.15
Schule,Jura,0,2,8,4,0,6,5,1,3,7,4,4,6,3.85
Fuß,Kopf,1,0,1,0,0,3,0,10,3,2,3,5,7,2.69
Mutter,Beschützerin,0,2,6,3,8,9,4,4,9,8,6,5,7,5.46
Kieferorthopäde,Zahnarzt,5,5,10,1,0,10,10,10,5,7,8,8,5,6.46
Alkohol,Whiskey,7,7,9,8,7,8,8,8,9,8,6,8,8,7.77
Mund,Zahn,2,3,4,4,0,7,5,9,7,7,7,5,8,5.23
Frühstück,Speck,9,6,10,8,8,8,10,10,9,8,6,8,8,8.31
Bad,Schlafzimmer,1,6,8,8,1,8,0,9,10,5,7,6,4,5.62
Teller,Schale,0,3,4,1,0,4,1,10,4,7,4,1,4,3.31
Fleisch,Speck,3,2,6,1,0,6,5,7,2,7,2,8,6,4.23
Luft,Helium,1,0,6,0,0,2,5,8,3,7,3,6,7,3.69
Arbeiter,Arbeitgeber,2,0,5,0,0,6,3,7,1,5,2,2,6,3.00
Körper,Brust,4,3,1,4,8,7,5,8,8,10,5,5,5,5.62
Sohn,Vater,4,4,1,3,0,8,5,8,5,5,8,4,9,4.92
Herz,Operation,7,6,8,4,1,7,6,7,5,7,7,7,8,6.15
Frau,Sekretärin,1,0,1,0,0,3,4,10,0,2,3,5,4,2.54
Mann,Vater,2,2,4,2,0,6,3,5,3,6,7,4,7,3.92
Strand,Insel,4,5,9,0,0,7,5,3,5,8,4,8,6,4.92
Geschichte,Thema,6,0,5,6,1,6,6,7,7,5,4,8,8,5.31
Spiel,Spaß,0,2,5,0,0,6,3,7,1,2,7,8,9,3.85
Wochenende,Woche,1,2,4,1,0,7,5,7,6,7,4,7,4,4.23
Pärchen,Paar,10,7,6,8,8,8,5,10,8,10,4,8,10,7.85
Frau,Ehefrau,4,0,8,0,0,4,6,4,3,6,4,6,5,3.85
Schaf,Vieh,7,1,5,2,4,7,8,7,6,2,3,2,6,4.62
Geldbeutel,Tasche,7,7,9,0,1,7,5,8,6,7,7,9,10,6.38
Decke,Kathedrale,1,0,3,1,0,5,1,0,5,7,4,1,7,2.69
Bohne,Kaffee,4,3,5,2,2,6,5,6,7,8,8,4,8,5.23
Holz,Papier,10,7,8,6,5,7,6,1,7,9,7,8,10,7.00
Oberseite,Seite,0,0,5,1,0,4,1,7,3,2,0,3,9,2.69
Vergehen,Betrug,3,0,5,0,0,0,1,8,6,2,2,5,8,3.08
Schmerz,Schaden,4,1,4,0,0,0,1,9,2,7,6,6,5,3.46
Liebhaber,Gefährte,2,4,8,2,0,3,5,10,1,5,5,2,6,4.08
Abend,Abenddämmerung,4,2,8,4,0,6,5,10,7,7,7,7,7,5.69
Vater,Tochter,5,4,7,3,1,7,5,5,6,6,6,5,7,5.15
Wein,Likör,10,2,8,7,4,6,9,9,9,8,7,0,7,6.62
Kuh,Ziege,3,1,7,2,4,5,5,9,6,5,3,6,9,5.00
Glaube,Meinung,4,6,2,4,4,8,10,6,0,5,8,4,5,5.08
Wirklichkeit,Illusion,1,0,0,3,0,1,0,0,0,0,5,2,0,0.92
Vertrag,Vereinbarung,6,9,7,8,8,7,8,10,5,7,4,8,10,7.46
Reichtum,Armut,0,1,0,0,0,0,0,1,0,0,5,0,0,0.54
Unfall,Notfall,6,9,6,8,5,7,8,8,3,9,7,6,8,6.92
Schlacht,Eroberung,1,0,4,9,2,8,10,6,0,3,4,7,6,4.62
Freund,Lehrer,1,2,0,2,0,5,2,1,0,1,1,0,6,1.62
Erkrankung,Ansteckung,6,6,1,7,0,6,10,8,7,8,6,6,3,5.69
Spiel,Finte,2,3,0,2,0,3,2,6,0,2,0,2,0,1.69
Bruder,Sohn,2,3,0,4,0,6,1,4,0,2,3,5,0,2.31
Tante,Neffe,2,1,0,6,0,5,3,2,0,3,4,6,0,2.46
Arbeiter,Mechaniker,4,4,2,6,2,8,5,7,6,5,4,8,2,4.85
Arzt,Kieferorthopäde,6,6,3,9,4,7,6,8,4,7,4,7,6,5.92
Eiche,Ahorn,3,3,3,10,0,6,3,6,0,7,7,6,1,4.23
Biene,Königin,3,0,2,8,4,6,5,3,3,7,4,4,1,3.85
Auto,Fahrrad,5,1,0,1,0,3,0,3,0,2,3,5,1,1.85
Ziel,Streben,7,0,2,6,3,9,4,9,8,8,6,5,9,5.85
August,Monat,7,5,5,10,1,10,10,5,4,7,8,8,1,6.23
Armee,Truppe,4,7,7,9,8,8,8,9,6,8,6,8,1,6.85
Wolke,Wetter,5,2,3,4,4,7,5,7,0,7,7,5,0,4.31
Mediziner,Arzt,10,9,6,10,8,8,10,9,9,8,6,8,9,8.46
Schlucht,Tal,9,1,6,8,8,8,0,10,5,5,7,6,9,6.31
Fluss,Tal,2,0,3,4,1,4,1,4,0,7,4,1,0,2.38
Sonne,Himmel,3,3,2,6,1,6,5,2,0,7,2,8,0,3.46
Zielscheibe,Pfeil,5,1,0,6,0,2,5,3,0,7,3,6,0,2.92
Schokolade,Torte,5,2,0,5,0,6,3,1,0,5,2,2,0,2.38
Umstand,Lage,8,4,3,1,4,7,5,8,8,10,5,5,8,5.85
Meinung,Wahl,5,4,4,1,3,8,5,5,7,5,8,4,2,4.69
Rhythmus,Melodie,1,7,6,8,4,7,6,5,2,7,7,7,1,5.23
Darm,Nerv,1,1,0,1,0,3,4,0,0,2,3,5,0,1.54
Tag,Morgendämmerung,2,2,2,4,2,6,3,3,2,6,7,4,0,3.31
Vieh,Rindfleisch,7,4,5,9,0,7,5,5,0,8,4,8,0,4.77
Arzt,Professor,7,6,0,5,6,6,6,7,4,5,4,8,0,4.92
Arm,Vene,4,0,2,5,0,6,3,1,0,2,7,8,0,2.92
Zimmer,Bad,2,1,2,4,1,7,5,6,5,7,4,7,2,4.08
Unternehmen,Geschäft,8,10,7,6,8,8,5,8,7,10,4,8,9,7.54
Spaß,Fußball,3,4,0,8,0,4,6,3,0,6,4,6,0,3.38
Hügel,Klippe,4,7,1,5,2,7,8,6,0,2,3,2,0,3.62
Knochen,Knöchel,4,7,7,9,0,7,5,6,5,7,7,9,8,6.23
Apfel,Süßigkeit,3,1,0,3,1,5,1,5,2,7,4,1,1,2.62
Helfer,Haushelferin,4,4,3,5,2,6,5,7,4,8,8,4,1,4.69
Leiter,Manager,8,10,7,8,6,7,6,7,3,9,7,8,8,7.23
Zitrone,Tee,1,0,0,5,1,4,1,3,0,2,0,3,0,1.54
Biene,Ameise,2,3,0,5,0,0,1,6,0,2,2,5,0,2.00
Basketball,Baseball,3,4,1,4,0,0,1,2,0,7,6,6,0,2.62
Reis,Bohne,1,2,4,8,2,3,5,1,0,5,5,2,0,2.92
Bett,Möbel,2,4,2,8,4,6,5,7,6,7,7,7,3,5.23
Gefühlsregung,Leidenschaft,6,5,4,7,3,7,5,6,6,6,6,5,4,5.38
Anarchie,Chaos,8,10,2,8,7,6,9,9,0,8,7,0,7,6.23
Verbrechen,Übertretung,6,3,1,7,2,5,5,6,5,5,3,6,1,4.23
Machine,Antrieb,9,5,2,7,2,5,6,5,5,8,1,8,1,4.92
Strand,Meer,10,3,4,0,7,9,7,8,3,9,1,6,0,5.15
Gasse,Schüssel,0,0,0,0,0,0,0,5,0,0,0,2,0,0.54
Krug,Flasche,6,3,4,0,1,8,9,2,6,6,1,6,0,4.00
Kraft,Fähigkeit,0,6,2,1,0,5,8,3,6,8,0,3,0,3.23
Samen,Senf,10,4,0,1,2,3,0,2,1,1,0,6,5,2.69
Gitarre,Trommel,9,1,1,0,5,8,6,10,4,5,1,2,0,4.00
Meinung,Idee,3,9,3,1,1,5,5,4,6,7,1,7,7,4.54
Norden,Westen,5,3,4,0,3,8,10,9,2,4,0,1,0,3.77
Diät,Salat,9,6,0,1,2,5,2,5,4,7,0,2,0,3.31
Mutter,Ehefrau,8,4,4,1,5,9,8,6,5,4,0,2,2,4.46
Papa,Mutter,5,0,1,0,0,9,9,9,2,6,0,2,0,3.31
Kapitän,Seemann,8,7,5,3,5,9,9,5,7,10,5,8,6,6.69
Meter,Yard,5,6,3,5,0,9,9,10,7,9,1,8,7,6.08
Bier,Champagner,8,6,2,1,3,7,3,9,1,6,1,3,0,3.85
Motor,Boot,2,4,0,0,2,7,9,9,2,3,0,4,0,3.23
Karte,Bridge,10,5,2,0,2,5,0,4,1,0,0,7,0,2.77
Wissenschaft,Psychologie,10,7,2,1,2,6,3,5,5,8,1,7,5,4.77
Sünder,Heiliger,7,0,1,0,3,7,9,5,0,2,0,1,0,2.69
Abbau,Aufbau,9,1,1,0,3,8,9,6,0,2,0,2,0,3.15
Menge,Haufen,8,9,7,3,2,8,6,3,9,8,5,8,1,5.92
Strand,Riff,7,4,4,0,0,8,8,5,4,8,0,4,0,4.00
Mann,Kind,3,2,3,0,0,6,2,2,1,8,0,2,0,2.23
Brot,Käse,3,1,1,0,0,8,5,8,1,0,0,2,0,2.23
Meister,Gewinner,7,9,7,6,7,6,8,5,7,10,0,6,8,6.62
Feier,Zeremonie,6,7,6,3,0,9,8,6,8,8,9,8,3,6.23
Speisekarte,Bestellung,5,5,1,0,2,6,5,5,5,5,0,4,0,3.31
König,Prinzessin,10,4,7,1,2,9,8,6,2,7,0,2,0,4.46
Reichtum,Ansehen,9,6,2,1,0,8,9,4,8,6,2,2,0,4.38
Ausdauer,Kraft,5,6,2,2,3,8,9,6,8,5,0,5,3,4.77
Gefahr,Bedrohung,10,10,9,10,4,10,10,8,9,9,9,9,9,8.92
Gott,Priester,5,6,4,0,1,7,9,5,3,3,0,6,0,3.77
Männer,Brüderlichkeit,2,3,3,1,0,5,0,4,1,3,0,4,0,2.00
Kumpel,Gefährte,6,9,6,7,2,8,10,4,7,10,7,8,10,7.23
Lehrer,Helfer,5,4,2,1,0,6,3,2,5,8,1,5,3,3.46
Körper,Bauch,3,1,3,5,2,7,7,9,1,6,0,3,1,3.69
Zunge,Kehle,4,2,1,1,1,6,9,9,2,6,0,3,0,3.38
Haus,Teppich,1,5,0,0,0,2,0,2,0,1,0,2,0,1.00
Intelligenz,Geschick,0,5,6,1,3,5,6,6,7,8,0,8,1,4.31
Reise,Eroberung,1,2,1,0,0,2,0,4,2,5,0,7,0,1.85
Gott,Beute,0,1,0,0,0,0,0,7,0,0,0,1,0,0.69
Bruder,Seele,0,2,1,0,3,0,0,3,3,0,0,2,0,1.08
Widersacher,Gegener,9,9,2,8,2,10,10,9,9,10,10,8,10,8.15
Tod,Katastrophe,10,8,1,2,1,7,4,5,7,5,1,4,1,4.31
Moster,Dämon,9,8,8,0,4,8,9,7,8,10,3,8,9,7.00
Tag,Morgen,0,5,1,1,3,6,9,8,5,6,0,3,0,3.62
Mann,Sieger,0,3,3,0,0,2,0,4,3,2,0,2,0,1.46
Freund,Kumpan,5,7,9,8,5,10,9,9,7,10,8,8,8,7.92
Lied,Geschichte,9,5,2,1,0,2,0,5,1,6,1,3,1,2.77
Strahl,Sonnenschein,9,7,3,3,3,9,7,3,6,8,1,8,0,5.15
Kerl,Hengst,3,3,8,0,1,2,5,6,1,4,3,4,6,3.54
Hühnchen,Reis,0,4,0,2,0,0,0,2,1,2,0,2,4,1.31
Kasten,Aufzug,4,2,0,0,0,0,1,0,1,2,0,2,0,0.92
Butter,Kartoffel,0,1,0,0,0,0,1,6,1,3,2,2,4,1.54
Wohnung,Möbel,7,3,1,5,2,0,0,8,0,7,3,7,7,3.85
See,Moor,7,2,5,0,0,0,1,5,3,4,1,4,6,2.92
Salat,Essig,0,6,5,5,2,0,0,6,2,8,5,5,2,3.54
Blume,Knolle,1,9,5,6,0,2,0,9,4,1,5,1,7,3.85
Wolke,Dunst,8,7,1,4,5,4,3,7,4,6,8,7,7,5.46
