Word1,Word2,1,2,3,4,5,6,7,8,9,10,11,12,13,Average Score
скучный,смешной,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
счастливый,молодой,0,0,1,0,0,0,1,1,0,0,0,1,2,0.46
легкий,большой,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
прекрасный,ужасный,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
крошечный,огромный,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
вежливый,приличный,9,0,0,5,2,8,8,3,10,7,6,7,5,5.38
скромный,пристыженный,0,0,0,0,2,3,7,0,0,0,5,2,2,1.62
экзотичный,редкий,10,10,1,0,10,6,9,7,9,7,9,10,9,7.46
тупой,умный,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
восхитительный,прекрасный,10,7,10,5,10,9,10,9,10,10,8,10,10,9.08
заметный,очевидный,0,10,6,10,5,9,8,5,7,7,6,8,7,6.77
испуганный,встревоженный,9,10,10,10,8,5,8,8,7,8,5,6,7,7.77
официальный,приличный,0,0,0,5,3,4,8,0,0,0,3,3,4,2.31
тоскливый,скучный,10,10,1,10,10,10,10,8,8,10,6,10,9,8.62
восхитительный,радостный,9,2,8,5,10,3,8,8,0,0,6,7,2,5.23
несчастный,рассерженный,4,0,0,0,0,0,5,1,0,0,0,1,1,0.92
печальный,ужасный,5,0,2,0,0,0,6,0,7,0,2,2,6,2.31
больной,сумасшедший,4,8,5,5,3,2,6,8,0,3,3,7,6,4.62
яростный,злой,8,7,2,10,9,10,10,6,9,2,8,8,8,7.46
груженный,тяжелый,10,1,8,5,7,4,10,7,10,5,8,3,5,6.38
грязный,дешевый,0,0,1,0,3,1,0,1,0,0,0,3,1,0.77
эластичный,гибкий,10,0,7,10,10,10,10,9,9,5,5,9,9,7.92
твердый,плотный,10,0,7,5,9,7,8,3,6,6,7,6,8,6.31
недавний,новый,9,8,5,0,3,9,10,7,8,6,5,9,9,6.77
дерзкий,гордый,0,0,3,0,3,0,0,0,0,0,5,0,0,0.85
скрытный,странный,0,9,7,0,1,6,8,10,0,0,0,0,0,3.15
странный,скрытный,0,7,0,0,1,8,9,10,0,0,0,0,0,2.69
немой,редкий,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
ловкий,выносливый,10,4,4,0,3,10,0,0,0,5,0,10,5,3.92
ужасный,рассерженный,6,8,7,0,0,10,0,0,0,0,0,0,0,2.38
скромный,покладистый,8,0,10,0,3,6,0,0,5,0,0,0,0,2.46
свежий,широкий,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
огромный,тупой,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
крупный,гибкий,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
грязный,узкий,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
