Word1,Word2,1,2,3,4,5,6,7,8,9,10,11,12,13,Average Score
стена,кирпич,5,0,9,0,0,0,7,0,0,1,0,0,3,1.92
рожок,барабан,0,0,0,0,0,0,5,0,0,3,0,0,0,0.62
орган,печень,5,0,9,0,3,10,5,0,0,3,1,5,0,3.15
сила,мощь,10,4,9,10,4,0,10,10,10,8,6,10,10,7.77
фраза,слово,5,0,5,0,0,9,5,0,0,0,0,0,2,2.00
оркестр,парад,7,0,4,0,4,0,5,0,0,0,0,0,0,1.54
желудок,талия,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
туча,буря,7,0,8,0,1,0,5,0,10,0,0,0,0,2.38
радость,гордость,9,0,6,0,0,0,0,0,0,0,0,0,8,1.77
шум,грохот,9,4,10,0,6,8,10,10,10,10,7,5,10,7.62
дождь,изморось,7,5,9,10,5,7,10,10,10,3,6,5,8,7.31
пиво,напиток,7,0,9,0,1,7,8,0,10,1,1,5,3,4.00
мужчина,дядя,7,5,7,0,7,10,7,0,0,0,5,5,4,4.38
яблоко,сок,4,0,3,0,0,2,5,0,0,1,0,0,3,1.38
интеллект,логика,9,0,10,10,0,4,7,0,0,0,7,5,4,4.31
общение,язык,8,0,9,10,1,4,0,0,10,3,0,0,5,3.85
норка,мех,6,0,2,0,0,0,5,0,0,1,1,5,0,1.54
орава,толпа,10,3,0,10,3,0,10,10,10,10,7,10,10,7.15
берег,побережье,9,0,9,10,0,10,10,10,10,9,8,5,9,7.62
провод,шнур,8,8,10,10,8,8,10,10,0,10,9,5,7,7.92
птица,индейка,8,0,9,0,0,10,7,0,10,3,1,5,0,4.08
кровать,кроватка,8,10,10,10,10,10,10,10,10,9,5,5,10,9.00
компетенция,способность,8,0,10,0,0,0,0,0,0,0,5,0,10,2.54
облако,дымка,8,0,9,0,2,7,5,0,0,8,3,0,2,3.38
ужин,трапеза,10,5,9,0,5,9,10,10,10,9,1,10,6,7.23
пруток,клетка,1,0,0,0,0,0,0,0,0,0,0,0,0,0.08
вода,соль,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
чувство,интуиция,8,0,10,10,0,0,10,10,10,9,8,5,9,6.85
ситуация,состояние,8,0,8,0,0,0,0,0,0,8,2,0,8,2.62
преступлениe,кража,8,0,9,10,0,10,9,0,0,5,1,5,8,5.00
стиль,мода,8,7,10,10,7,6,10,0,10,9,7,5,10,7.62
рубеж,граница,9,9,10,10,9,10,10,10,10,10,10,10,10,9.77
рука,тело,3,0,6,0,0,0,5,0,0,1,0,0,0,1.15
судно,автомобиль,0,0,0,0,1,1,3,0,3,1,0,0,2,0.85
бутерброд,обед,5,0,6,1,2,0,3,0,7,2,0,1,1,2.15
невеста,принцесса,0,0,1,0,5,0,7,0,1,5,0,0,0,1.46
героиня,герой,10,10,1,7,5,9,4,10,8,10,0,5,6,6.54
автомобиль,датчик,0,6,0,0,1,0,5,0,2,7,0,0,0,1.62
насекомое,пчела,10,8,6,5,5,1,8,10,8,9,4,3,7,6.46
кроватка,колыбель,8,9,8,3,9,8,8,10,8,10,8,5,6,7.69
животное,человек,0,10,5,0,3,0,2,0,1,5,0,0,7,2.54
марихуана,трава,10,9,8,1,1,5,10,10,8,3,5,1,5,5.85
койка,больница,4,0,1,1,2,1,6,5,5,6,0,0,0,2.38
щека,язык,2,6,0,1,2,1,4,5,5,6,0,3,0,2.69
диск,компьютер,0,0,5,1,1,0,7,5,4,5,0,3,2,2.54
изгиб,угол,8,6,2,1,4,5,7,5,7,6,5,5,0,4.69
трава,мох,8,4,7,1,4,3,6,9,5,7,3,3,5,5.00
факультет,юриспруденция,0,0,4,1,5,0,5,0,2,7,0,1,0,1.92
ступня,голова,0,0,0,0,2,0,1,0,5,8,0,0,2,1.38
мать,опекунша,0,4,5,0,5,4,10,7,6,4,0,5,0,3.85
ортодонт,дантист,0,5,8,3,8,6,9,8,7,10,6,10,9,6.85
алкоголь,виски,10,6,6,1,5,1,9,10,8,9,7,3,7,6.31
рот,зуб,5,2,0,1,2,0,6,10,5,7,0,3,0,3.15
завтрак,бекон,5,2,0,2,3,0,6,0,5,8,0,0,0,2.38
ванная,спальня,5,4,1,0,1,0,0,0,1,1,0,1,0,1.08
тарелка,миска,10,9,9,4,8,9,6,10,9,10,5,10,9,8.31
мясо,бекон,10,7,6,1,6,1,6,10,8,10,5,3,5,6.00
воздух,гелий,0,0,1,1,1,5,2,5,5,4,0,0,0,1.85
работник,работодатель,0,0,0,0,0,0,3,5,5,3,0,5,2,1.77
тело,грудь,8,4,0,0,2,1,7,5,7,8,0,0,5,3.62
сын,отец,0,0,0,1,0,0,4,0,7,6,0,1,0,1.46
сердце,операция,0,0,0,0,1,0,5,0,1,6,0,0,0,1.00
женщина,секретарь,0,0,5,0,1,2,7,0,2,3,0,0,0,1.54
мужчина,отец,5,7,6,1,4,3,9,10,7,5,3,0,6,5.08
пляж,остров,5,8,1,3,6,4,7,10,3,8,0,1,2,4.46
история,тема,0,0,7,1,2,0,2,5,0,7,0,0,0,1.85
игра,веселье,8,1,6,0,5,5,9,9,7,8,0,5,5,5.23
выходной,неделя,4,0,4,0,1,1,4,8,7,5,0,1,3,2.92
чета,пара,10,0,10,7,8,8,7,10,9,9,8,10,9,8.08
женщина,жена,5,1,5,1,6,1,10,5,7,9,5,5,0,4.62
овца,скот,10,7,7,0,4,6,7,10,8,6,6,5,3,6.08
сумочка,сумка,10,10,10,7,8,10,10,10,10,10,7,10,10,9.38
потолок,собор,0,0,0,0,1,0,0,0,0,0,0,0,0,0.08
боб,кофе,5,0,4,1,0,4,7,7,5,1,0,0,2,2.77
дерево,бумага,0,6,7,0,1,1,7,0,4,7,0,1,3,2.85
верх,бок,0,4,0,0,1,0,3,0,7,4,0,0,0,1.46
преступление,мошенничество,5,4,7,3,5,3,6,7,8,10,4,5,7,5.69
боль,вред,0,0,4,0,6,3,6,0,5,1,0,0,3,2.15
возлюбленный,спутник,5,9,6,0,5,6,6,4,6,4,7,0,0,4.46
вечер,сумерки,10,7,7,6,6,6,5,6,7,7,8,10,9,7.23
отец,дочь,0,0,0,0,0,0,3,5,7,5,0,5,0,1.92
вино,спиртное,10,7,7,1,5,2,7,10,9,9,5,5,7,6.46
корова,коза,0,8,0,0,2,0,3,5,5,3,0,1,1,2.15
верование,мнение,0,6,0,0,6,0,1,0,0,0,0,2,2,1.31
реальность,иллюзия,0,1,0,0,0,0,0,0,0,0,0,1,0,0.15
пакт,соглашение,10,7,8,8,9,9,10,5,9,10,10,7,9,8.54
богатство,бедность,0,1,0,0,0,1,0,0,0,0,0,1,0,0.23
происшествие,авария,1,7,6,0,8,7,4,1,0,10,7,7,6,4.92
битва,завоевание,0,8,4,6,9,1,4,3,7,0,0,8,3,4.08
друг,наставник,5,8,1,0,2,0,6,0,0,5,0,8,4,3.00
болезнь,инфекция,10,6,7,9,8,4,9,1,8,10,3,6,6,6.69
игра,сноровка,0,1,0,0,0,1,2,0,0,2,0,1,0,0.54
брат,сын,0,6,0,0,0,0,0,0,0,0,0,6,0,0.92
тетя,племянник,0,7,2,0,2,0,0,0,0,0,0,7,0,1.38
работник,механик,1,6,7,0,1,0,7,0,3,0,0,6,2,2.54
врач,ортодонт,0,6,6,0,0,6,7,0,6,10,0,6,3,3.85
дуб,клен,10,7,6,0,3,0,3,0,0,2,0,7,0,2.92
пчела,матка,5,2,8,0,1,0,4,5,0,5,1,2,3,2.77
автомобиль,велосипед,0,6,0,0,1,0,0,0,0,5,0,6,0,1.38
цель,поиск,0,0,0,0,2,0,1,0,0,5,0,0,0,0.62
август,месяц,0,3,6,0,5,0,7,0,0,10,0,3,3,2.85
армия,отряд,3,5,7,5,5,6,3,0,2,5,0,5,3,3.77
облако,погода,2,8,4,0,1,0,4,0,0,5,0,8,0,2.46
терапевт,врач,8,7,3,0,1,6,9,0,9,10,1,7,7,5.23
ущелье,долина,7,5,2,0,8,0,0,0,0,0,10,5,0,2.85
река,долина,0,1,0,0,0,0,1,0,0,0,0,1,0,0.23
солнце,небо,0,5,5,0,0,0,2,0,0,3,0,7,0,1.69
мишень,стрела,0,5,5,0,1,0,2,0,0,0,0,1,0,1.08
шоколад,пирог,0,10,10,0,0,0,1,0,0,0,0,2,0,1.77
обстоятельство,ситуация,5,6,6,7,10,9,6,1,9,10,1,7,0,5.92
мнение,выбор,7,0,0,0,1,0,4,0,0,5,0,6,0,1.77
ритм,мелодия,10,5,5,5,7,6,7,0,4,10,1,2,3,5.00
мужество,хладнокровие,1,0,0,0,3,7,8,0,0,0,3,7,4,2.54
день,рассвет,0,7,7,0,0,0,2,0,0,0,0,1,3,1.54
скот,бык,0,8,8,0,8,6,9,0,7,10,0,7,5,5.23
доктор,профессор,5,9,9,0,8,3,6,0,0,5,1,7,5,4.46
рука,вена,0,3,3,0,0,0,1,0,0,3,0,1,3,1.08
комната,ванна,0,0,0,0,0,0,2,0,0,5,0,2,2,0.85
корпорация,предприятие,8,10,10,8,8,9,9,3,8,10,9,8,8,8.31
развлечение,футбол,0,5,5,0,1,1,4,0,0,1,0,3,2,1.69
холм,утес,9,9,9,0,5,1,3,0,0,0,1,7,2,3.54
кость,лодыжка,2,5,5,0,3,1,0,0,0,5,0,6,0,2.08
яблоко,сладость,0,6,6,0,0,1,2,0,0,0,0,2,3,1.54
помощница,служанка,5,10,10,5,5,8,3,1,7,10,1,7,6,6.00
глава,руководитель,10,10,10,10,9,9,9,1,10,10,7,8,9,8.62
лимон,чай,0,0,0,0,0,0,2,0,0,0,0,1,0,0.23
пчела,муравей,0,0,0,0,1,0,0,0,0,1,0,6,0,0.62
баскетбол,бейсбол,0,0,0,0,1,0,3,0,0,5,0,7,0,1.23
рис,боб,0,4,0,0,1,1,1,0,0,0,0,4,3,1.08
кровать,мебель,5,4,10,0,1,1,6,0,0,5,0,4,4,3.08
эмоция,страсть,1,4,8,0,1,6,6,0,2,10,1,4,7,3.85
анархия,хаос,10,8,10,5,7,10,9,5,8,10,8,8,0,7.54
преступление,нарушение,9,8,7,8,6,5,7,1,6,10,1,8,5,6.23
механизм,двигатель,10,9,1,2,9,5,10,0,1,1,6,3,9,5.08
пляж,море,0,10,0,1,2,6,0,2,4,0,7,3,10,3.46
дорожка,шар,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
банка,бутылка,0,10,0,1,8,5,0,0,3,1,2,2,10,3.23
сила,способность,0,8,1,1,3,1,0,0,0,8,1,0,8,2.38
зерно,горчица,5,1,1,2,1,0,0,0,1,0,3,3,1,1.38
гитара,барабан,0,2,0,3,0,0,0,0,0,0,4,0,2,0.85
мнение,идея,2,0,8,7,0,4,5,0,1,6,5,1,0,3.00
север,запад,0,0,0,0,0,0,0,0,0,0,4,2,0,0.46
диета,салат,0,9,0,0,10,4,1,0,0,0,3,1,9,2.85
мать,жена,0,6,1,0,3,0,0,0,0,0,6,4,6,2.00
отец,мать,0,6,0,1,1,0,0,0,0,0,6,0,6,1.54
капитан,моряк,10,5,1,4,0,3,9,0,1,1,7,5,5,3.92
метр,ярд,10,6,8,3,6,8,1,0,1,1,7,6,6,4.85
пиво,шампанское,0,5,0,5,1,0,0,0,0,1,3,1,5,1.62
мотор,лодка,0,0,0,0,0,0,0,0,0,0,2,2,0,0.31
карта,бридж,5,0,0,5,2,0,0,0,0,1,0,3,0,1.23
наука,психология,8,0,0,6,3,5,0,0,0,1,7,5,0,2.69
грешник,святой,0,0,0,1,0,0,0,0,0,0,1,0,0,0.15
разрушение,построение,0,0,0,2,0,0,0,0,0,0,1,0,0,0.23
толпа,группа,10,10,1,7,10,3,8,5,3,2,8,6,10,6.38
пляж,риф,0,5,0,0,1,0,0,0,2,0,3,2,5,1.38
мужчина,ребенок,0,0,0,1,0,0,0,0,0,0,2,0,0,0.23
хлеб,сыр,0,0,0,2,0,0,0,0,0,0,3,0,0,0.38
чемпион,победитель,10,9,10,10,10,9,10,9,9,7,10,10,9,9.38
праздник,церемония,10,7,8,9,9,3,7,7,2,5,6,9,7,6.85
меню,заказ,10,5,0,2,2,7,0,0,1,1,5,5,5,3.31
король,принцесса,0,4,0,1,2,0,0,0,0,0,4,0,0,0.85
богатство,репутация,0,1,0,1,0,2,0,0,1,0,1,4,7,1.31
выносливость,сила,8,5,1,4,10,7,3,0,6,0,5,1,7,4.38
опасность,угроза,10,10,10,8,10,10,10,10,9,10,10,10,9,9.69
Бог,священник,0,3,1,4,7,0,0,0,0,0,3,6,4,2.15
мужчины,братство,0,3,2,0,1,0,0,0,0,0,3,5,8,1.69
приятель,спутник,7,7,9,2,1,1,0,3,5,5,7,5,10,4.77
наставник,помощник,4,3,0,0,2,4,7,0,3,3,3,6,10,3.46
тело,желудок,0,5,0,0,0,0,0,0,0,0,5,2,0,0.92
язык,горло,0,2,0,0,2,0,0,0,0,0,2,2,10,1.38
дом,ковер,0,3,0,1,0,0,0,0,0,0,3,0,4,0.85
ум,навык,8,5,2,0,4,1,0,0,1,2,5,2,7,2.85
путешествие,завование,0,2,0,1,4,0,0,0,0,0,2,0,0,0.69
Бог,жертва,0,0,0,2,2,0,0,0,0,0,2,0,0,0.46
брат,человек,0,6,1,1,2,2,0,0,0,0,2,0,6,1.54
соперник,противник,10,7,9,10,10,10,10,7,10,8,10,10,7,9.08
смерть,бедствие,0,0,0,5,8,3,1,0,0,1,3,4,0,1.92
чудовище,демон,10,6,10,4,10,10,9,3,3,5,7,6,6,6.85
день,утро,0,1,0,1,3,0,0,0,0,0,3,1,1,0.77
человек,победитель,0,0,0,2,0,1,0,0,0,0,3,0,0,0.46
друг,парень,0,0,1,2,1,0,0,0,1,1,5,2,0,1.00
песня,история,0,7,0,0,2,6,0,0,0,0,0,1,7,1.77
луч,солнце,5,8,7,0,6,3,0,0,0,0,6,3,8,3.54
парень,бабник,1,0,3,0,5,8,0,0,5,3,0,0,5,2.31
курятина,рис,0,0,1,0,2,0,1,0,1,0,0,0,0,0.38
коробка,лифт,4,4,2,1,4,5,0,0,3,0,0,0,0,1.77
масло,картофель,0,0,2,0,4,0,1,0,2,0,0,1,0,0.77
квартира,мебель,1,2,3,1,2,5,2,0,5,0,0,1,0,1.69
озеро,болото,5,2,3,1,7,6,4,2,4,0,0,3,6,3.31
салат,уксус,2,3,0,1,1,3,1,0,5,0,0,1,0,1.31
цветок,луковица,5,2,1,1,6,5,4,0,6,0,0,0,0,2.31
облако,мгла,4,2,1,5,0,7,4,3,4,3,3,0,1,2.85
водитель,пилот,6,7,2,8,8,9,5,5,7,8,7,9,5,6.62
сахар,мед,2,2,2,2,9,3,6,1,6,2,0,0,0,2.69
тело,плечо,3,1,0,0,1,0,2,2,5,1,0,1,4,1.54
идея,образ,7,8,9,4,8,9,6,0,5,7,2,0,9,5.69
отец,брат,0,1,0,0,1,0,3,0,4,0,0,0,0,0.69
луна,планета,9,10,3,1,3,0,6,2,8,9,0,3,6,4.62
бал,костюм,2,1,3,0,3,5,3,0,6,2,0,0,0,1.92
ограда,забор,9,10,9,9,10,10,10,10,9,8,10,10,10,9.54
комната,кровать,3,0,2,1,2,0,4,0,3,0,0,0,0,1.15
цветок,куст,5,1,5,1,3,8,1,0,5,3,0,7,0,3.00
кость,колено,2,4,2,0,5,5,5,0,3,6,2,0,1,2.69
рука,колено,0,3,0,0,0,0,3,0,0,0,0,0,0,0.46
низ,бок,1,3,0,1,0,0,1,0,0,0,0,0,0,0.46
сосуд,вена,2,2,4,8,9,9,7,5,7,7,10,10,8,6.77
кот,кролик,0,0,1,1,2,0,1,0,0,0,0,1,0,0.46
мясо,бутерброд,3,4,2,0,5,5,1,0,4,2,0,1,0,2.08
верование,представление,4,8,1,2,8,10,6,0,3,2,8,1,7,4.62
ум,проницательность,6,10,5,7,7,8,7,5,7,7,3,0,8,6.15
внимание,интерес,8,10,5,7,6,10,6,4,6,6,5,10,9,7.08
настрой,уверенность,2,9,3,1,9,8,3,3,6,4,0,5,8,4.69
право,правосудие,6,10,4,4,7,3,6,2,6,4,1,4,7,4.92
