Word1,Word2,1,2,3,4,5,6,7,8,9,10,11,12,13,Average Score
идти,посылать,0,0,0,0,8,0,1,0,5,0,0,0,0,1.08
брать,доставлять,0,0,7,1,0,0,1,0,5,1,0,0,0,1.15
говорить,слышать,0,0,0,0,1,0,0,0,0,0,0,0,0,0.08
анализировать,оценивать,9,8,10,8,7,9,8,7,8,7,10,2,10,7.92
аргументировать,обосновывать,9,8,10,9,8,10,8,8,8,7,10,9,10,8.77
терять,сохранять,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
сравнивать,анализировать,7,0,0,9,6,5,7,5,7,7,9,3,5,5.38
разрушать,организовывать,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
идти,позволять,0,0,0,0,1,0,0,0,0,0,0,0,0,0.08
брать,завладевать,9,9,0,10,7,9,6,7,9,7,10,6,0,6.85
узнавать,слушать,8,0,0,3,2,1,0,0,0,7,0,0,0,1.62
разрушать,строить,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
создавать,строить,10,3,10,8,6,8,4,6,6,8,9,4,8,6.92
воровать,покупать,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
убивать,вешать,8,0,0,8,3,1,0,6,5,0,0,3,5,3.00
забывать,знать,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
создавать,представлять,1,0,0,0,1,0,0,0,0,0,0,0,0,0.15
действовать,происходить,9,7,0,10,1,8,2,5,0,0,4,6,0,4.00
побеждать,завершать,1,0,0,0,3,0,0,2,0,0,0,0,0,0.46
соглашаться,отказывать,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
заслуживать,зарабатывать,8,7,0,8,4,9,0,8,0,0,3,6,5,4.46
получать,назначать,1,0,0,0,1,1,0,0,0,0,0,0,0,0.23
обнаруживать,находить,10,8,10,10,7,10,6,8,10,8,10,8,10,8.85
появляться,посещать,8,5,0,9,5,6,0,8,5,7,7,2,0,4.77
знать,понимать,8,6,0,6,7,5,0,0,0,7,0,6,0,3.46
притворяться,воображать,3,0,0,0,2,10,0,5,0,0,0,3,0,1.77
удовлетворять,угождать,9,8,0,8,6,7,7,8,9,8,8,5,5,6.77
лелеять,хранить,0,5,0,7,4,8,3,7,5,0,2,3,5,3.77
спорить,различаться,7,4,0,0,1,1,0,6,0,0,0,0,0,1.46
побеждать,доминировать,8,6,0,8,2,5,6,8,0,7,7,6,5,5.23
слушаться,подчиняться,9,7,10,10,9,8,0,8,6,7,8,7,0,6.85
сотрудничать,участвовать,6,7,0,10,6,1,8,1,0,7,2,0,0,3.69
достигать,пытаться,7,0,0,0,2,0,0,0,0,7,8,0,0,1.85
проваливать,обескураживать,1,0,0,0,1,0,0,0,0,0,7,0,0,0.69
начинать,прекращать,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
высказываться,участвовать,7,0,0,0,2,2,6,0,0,7,0,0,0,1.85
приходить,приносить,1,0,0,0,1,1,0,0,0,0,0,0,0,0.23
провозглашать,объявлять,10,7,10,10,8,9,0,8,9,7,9,7,0,7.23
читать,понимать,1,0,0,0,2,1,0,0,0,0,0,0,0,0.31
забирать,оставлять,0,0,0,0,1,0,0,0,0,0,0,0,0,0.08
объявлять,провозглашать,9,7,10,10,7,9,6,8,10,8,9,7,10,8.46
приобретать,получать,10,7,0,10,5,3,5,8,9,8,3,5,7,6.15
завершать,решать,1,5,0,0,2,3,0,0,5,0,2,0,0,1.38
угождать,умолять,1,0,0,0,2,0,0,0,0,7,0,0,0,0.77
аргументировать,подтверждать,9,8,0,8,5,10,2,8,0,0,8,7,6,5.46
просить,умолять,10,8,10,9,7,8,6,8,9,7,8,7,5,7.85
находить,исчезать,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
осматривать,изучать,8,8,0,8,5,5,3,7,7,7,9,2,0,5.31
подтверждать,обосновывать,8,0,10,9,6,9,0,6,0,7,8,7,0,5.38
предполагать,предсказывать,9,8,0,9,7,10,4,8,10,7,4,2,8,6.62
изучать,оценивать,8,5,0,0,3,1,4,5,0,7,8,0,0,3.15
аргументировать,обосновывать,9,8,10,9,8,10,8,8,8,7,10,9,10,8.77
делать,становиться,4,2,2,1,7,2,0,9,6,2,4,7,0,3.54
открывать,происходить,5,4,7,0,1,1,0,9,0,2,2,2,0,2.54
достигать,преуспевать,8,5,10,5,5,5,7,10,10,7,7,8,9,7.38
давать,вкладывать,8,5,10,3,6,3,0,9,0,7,7,8,5,5.46
понимать,слушать,5,7,7,0,5,5,1,8,1,3,7,6,2,4.38
расширяться,расти,8,6,8,8,8,5,8,10,10,9,7,9,9,8.08
занимать,продавать,0,0,7,0,2,3,0,0,0,1,5,3,0,1.62
хранить,защищать,9,7,3,9,5,3,5,10,0,7,6,9,7,6.15
объяснять,доказывать,10,8,10,1,8,10,6,10,10,8,8,9,9,8.23
симулировать,притворяться,10,6,9,8,10,10,10,10,10,9,8,10,10,9.23
ладить,угождать,7,7,2,1,6,5,2,9,8,0,3,7,6,4.85
прощать,забывать,8,6,7,0,3,6,5,9,8,7,6,5,2,5.54
прояснять,объяснять,9,9,9,7,10,5,5,10,10,7,8,9,10,8.31
понимать,прощать,8,7,3,0,7,8,1,5,10,7,7,3,8,5.69
напоминать,забывать,0,1,10,0,0,10,0,0,9,1,5,0,0,2.77
достигать,оставаться,7,3,5,0,7,2,0,1,10,2,3,0,0,3.08
осознавать,обнаруживать,7,4,5,1,7,3,1,9,10,6,2,8,4,5.15
требовать,запрашивать,10,4,3,2,8,2,7,10,0,8,7,9,10,6.15
игнорировать,обращаться,0,2,4,0,1,8,0,0,0,0,5,0,0,1.54
думать,спрашивать,0,7,8,0,1,7,0,6,2,1,6,5,0,3.31
отвергать,избегать,7,5,10,2,1,3,0,10,10,7,7,8,6,5.85
спорить,убеждать,7,10,10,1,9,10,0,10,10,9,8,2,9,7.31
добиваться,убеждать,7,6,4,1,7,2,1,10,2,8,6,6,8,5.23
принимать,прощать,7,6,5,1,8,5,2,7,8,7,3,7,0,5.08
делать,прекращать,0,5,2,0,2,10,0,0,4,2,5,1,0,2.38
исследовать,изучать,10,9,9,9,8,5,8,10,10,7,8,10,10,8.69
обсуждать,объяснять,7,8,6,0,7,8,1,8,8,3,6,7,6,5.77
задолжать,одалживать,2,1,10,0,9,10,0,9,7,9,5,0,4,5.08
изучать,обнаруживать,8,7,8,2,8,4,0,9,0,7,7,9,9,6.00
жаловаться,ругаться,0,6,3,0,3,10,1,6,0,6,7,4,0,3.54
отодвигать,отвергать,10,6,9,2,0,2,7,4,0,7,3,8,0,4.46
держать,занимать,5,1,7,2,5,2,0,6,10,0,4,1,0,3.31
умолять,просить,8,7,6,9,9,4,9,10,6,9,8,10,10,8.08
устраивать,организовывать,9,8,2,8,9,10,0,10,7,9,7,10,10,7.62
уменьшаться,сжиматься,9,6,10,8,8,3,9,10,10,9,8,10,10,8.46
говорить,признавать,4,5,5,0,5,5,0,9,0,4,7,7,4,4.23
давать,занимать,9,7,10,3,1,10,8,10,7,7,5,5,0,6.31
убивать,защищать,0,0,0,0,5,10,0,0,0,0,5,0,0,1.54
исчезать,сжиматься,7,2,9,1,9,1,5,1,0,2,7,6,1,3.92
родить,носить,1,2,10,0,0,5,0,8,6,7,5,3,1,3.69
дышать,задыхаться,0,2,9,0,1,10,5,0,0,0,6,1,0,2.62
признавать,уведомлять,3,2,10,0,5,10,0,6,3,2,3,2,0,3.54
становиться,казаться,7,2,7,3,4,7,0,10,5,4,4,9,0,4.77
приворяться,казаться,7,5,7,1,7,2,0,10,0,3,6,10,6,4.92
завершать,становиться,8,5,1,0,7,2,0,5,7,3,5,8,0,3.92
размышлять,думать,9,7,10,10,9,9,9,10,10,10,7,9,10,9.15
определять,предсказывать,7,7,1,2,3,5,1,8,9,7,4,8,7,5.31
угождать,развлекать,7,6,2,3,8,10,1,8,6,6,7,7,0,5.46
оставаться,сохранять,7,1,3,0,2,1,5,7,0,2,6,6,0,3.08
притворяться,изображать,9,6,3,9,7,7,1,2,2,8,6,9,9,6.00
забывать,помнить,0,0,0,0,0,0,0,0,0,1,0,0,0,0.08
хотеть,выбирать,0,0,1,0,0,2,3,5,2,1,1,0,0,1.15
терять,получать,0,0,0,0,0,0,0,0,0,1,0,0,0,0.08
пытаться,думать,1,0,0,0,0,2,1,0,1,0,0,0,0,0.38
становиться,казаться,1,0,1,0,0,0,6,0,1,0,0,0,5,1.08
покидать,игнорировать,2,0,1,0,0,0,1,6,3,0,1,2,0,1.23
принимать,рекомендовать,0,0,0,0,0,1,1,0,1,1,2,0,0,0.46
покидать,странствовать,1,5,1,1,0,2,1,3,3,2,5,0,0,1.85
держать,давать,0,0,0,0,0,2,1,0,0,1,0,0,0,0.31
позволять,разрешать,10,8,10,10,10,9,9,10,7,9,10,10,10,9.38
приносить,посылать,0,0,0,0,0,2,1,1,1,3,0,0,0,0.62
поглощать,учиться,2,0,3,0,0,1,1,8,0,1,0,0,0,1.23
приобретать,находить,3,6,7,10,5,9,8,3,2,1,9,0,4,5.15
покидать,появляться,0,0,0,0,0,0,0,0,1,1,0,0,0,0.15
создавать,разрушать,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
начинать,идти,2,0,1,0,0,0,1,1,1,0,0,0,0,0.46
приобретать,покупать,9,8,9,9,10,10,8,8,5,8,10,10,6,8.46
коллекционировать,сохранять,4,7,2,5,5,8,4,8,6,5,10,9,0,5.62
заменять,восстанавливать,5,0,2,1,0,3,4,7,1,2,0,6,0,2.38
соединять,добавлять,2,5,1,9,10,4,6,7,1,2,0,10,3,4.62
объединяться,жениться,6,3,2,1,5,7,3,4,7,5,10,3,0,4.31
принимать,доставлять,0,0,0,0,0,0,0,0,0,1,0,0,0,0.08
вкладывать,соединять,0,0,3,0,0,3,4,3,2,3,0,7,0,1.92
класть,вешать,0,0,1,0,0,2,1,0,2,1,0,6,0,1.00
продаваться,продавать,9,8,2,1,5,4,5,0,2,9,10,0,0,4.23
общаться,молиться,5,2,2,0,0,5,0,8,2,3,1,3,0,2.38
давать,красть,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
добавлять,строить,2,0,1,0,0,1,2,2,1,1,0,0,0,0.77
приносить,восстанавливать,1,0,0,0,0,0,1,0,1,0,0,0,0,0.23
понимать,удовлетворять,1,0,0,1,0,5,5,0,1,1,9,0,0,1.77
представлять,решать,0,0,0,0,0,2,0,1,1,0,1,0,0,0.38
организовывать,становиться,2,0,1,1,0,4,5,2,1,2,0,0,0,1.38
давать,знать,0,0,0,0,0,4,0,2,0,0,0,0,0,0.46
говорить,подтверждать,1,3,1,1,0,4,6,4,2,2,10,4,0,2.92
сотрудничать,объединяться,3,7,4,9,5,7,6,6,5,8,10,9,4,6.38
устраивать,нуждаться,0,0,0,0,0,1,1,0,1,0,0,0,0,0.23
занимать,хотеть,0,0,0,0,0,2,1,0,1,1,0,0,0,0.38
изучать,заниматься,7,5,2,8,0,3,6,7,2,5,0,0,0,3.46
игнорировать,исследовать,0,0,0,0,0,0,1,0,0,0,0,0,0,0.08
приносить,жаловаться,0,0,0,0,0,0,0,0,1,0,0,0,0,0.08
входить,задолжать,0,0,0,0,0,0,1,0,0,0,0,0,0,0.08
изображать,уведомлять,1,0,0,1,0,1,0,0,0,0,0,4,0,0.54
напоминать,продавать,0,0,0,0,0,0,1,0,1,0,0,0,0,0.15
поглощать,иметь,1,5,0,0,0,2,2,0,2,1,10,2,0,1.92
объединяться,приобретать,1,2,0,0,0,2,2,7,2,0,10,0,0,2.00
посылать,посещать,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
собираться,посещать,0,0,0,0,0,2,0,2,2,1,1,0,0,0.62
поглощать,отделяться,0,0,0,0,0,0,1,0,0,1,1,0,0,0.23
посещать,прибывать,3,5,2,8,10,3,1,6,4,7,10,8,4,5.46
